TIME_PERIOD,OBS_VALUE,OBS_EXCEPTION,OBS_STATUS,OBS_SOURCE,OBS_NOTE,COBER_GEO
02/04/2024,136.5221185,,,127,,0
01/05/2024,134.733518,,,127,,0
02/05/2024,133.7592878,,,127,,0
01/06/2024,134.210225,,,127,,0
02/06/2024,136.614709,,,127,,0
01/07/2024,139.7818633,,,127,,0
02/07/2024,139.9499485,,,127,,0
01/08/2024,139.3022172,,,127,,0
02/08/2024,138.4698257,,,127,,0
01/09/2024,138.0362846,,,127,,0
02/09/2024,137.722121,,,127,,0
01/10/2024,139.2157479,,,127,,0
02/10/2024,140.5558684,,,127,,0
01/11/2024,142.5737558,,,127,,0
02/11/2024,142.0414714,,,127,,0
01/12/2024,142.2690905,,,127,,0
02/12/2024,142.245324,,,127,,0
01/01/2025,142.1837327,,,127,,0
02/01/2025,141.9358693,,,127,,0
01/02/2025,141.5769475,,,127,,0
02/02/2025,141.4219354,,,127,,0
01/03/2025,141.1497029,,,127,,0
02/03/2025,141.626452,,,127,,0
01/04/2025,140.7941962,,,127,,0
02/04/2025,141.3895935,,,127,,0
01/05/2025,141.174552,,,127,,0
02/05/2025,141.6632292,,,127,,0
01/06/2025,141.2532706,,,127,,0
02/06/2025,141.3009296,,,127,,0
01/07/2025,141.5213936,,,127,,0
02/07/2025,141.4109017,,,127,,0
01/08/2025,140.8299849,,,127,,0
02/08/2025,140.7627208,,,127,,0
